id,A,B,C,D,E,X,Y,Z,steps,timestamp,prev_location,location,usefor
324,-49,-70,-70,-86,-66,-1.02,4.62,9.29,11987,1535904959,0,0,train
325,-50,-74,-78,-75,-66,-0.21,4.29,9.19,11987,1535904960,0,0,train
326,-52,-75,-76,-83,-76,-1.66,3,8.47,11987,1535904963,0,4,train
327,-52,-69,-76,-84,-72,-0.81,2.2,10.05,11987,1535904964,4,4,train
328,-51,-64,-66,-91,-69,-0.3,2.77,10.45,11987,1535904965,4,4,train
329,-53,-75,-73,-80,-78,-1.88,2.43,9.82,11987,1535904966,4,4,test
330,-48,-61,-67,-85,-70,-0.27,2.86,12.56,11987,1535904967,4,4,train
331,-58,-93,-64,-86,-78,-0.99,3.52,9.4,11987,1535904968,4,4,train
332,-53,-73,-72,-89,-74,-0.58,3.19,8.59,11987,1535904969,4,4,train
333,-52,-81,-72,-89,-74,-1.2,3.06,8.61,11987,1535904970,4,4,train
334,-53,-66,-65,-80,-72,-1.93,4.43,8.66,11987,1535904970,4,4,train
335,-63,-72,-65,-87,-82,-1.02,2.74,12,11987,1535904971,4,4,train
336,-79,-69,-74,-88,-76,-1.64,3.83,7.6,11987,1535904977,4,4,train
337,-58,-67,-68,-82,-66,0.05,3.28,10.11,11987,1535904977,4,4,train
338,-56,-70,-72,-71,-67,0.48,3.3,8.92,11987,1535904980,4,4,train
339,-65,-84,-66,-76,-74,-1.55,4.81,8.77,11987,1535904982,4,5,train
340,-65,-79,-76,-82,-77,-0.75,4.86,8.13,11987,1535904983,5,5,train
341,-61,-66,-66,-87,-78,0.25,4.58,8.29,11987,1535904984,5,5,train
342,-66,-71,-70,-87,-67,-0.85,4.43,9.01,11987,1535904984,5,5,train
343,-66,-76,-71,-82,-67,-0.6,4.76,8.12,11987,1535904985,5,5,train
344,-55,-72,-68,-87,-86,1.13,4.25,8.3,11987,1535904986,5,5,train
345,-62,-71,-72,-80,-87,-1.21,4.1,7.79,11987,1535904987,5,5,train
346,-61,-71,-68,-80,-87,-0.8,3.53,10.6,11987,1535904988,5,5,train
347,-58,-64,-70,-76,-83,-0.61,3.94,8.95,11987,1535904989,5,5,train
348,-58,-68,-70,-78,-75,1.3,3.47,10.45,11987,1535904989,5,5,train
349,-74,-68,-67,-80,-76,-0.73,3.61,7.04,11987,1535904991,5,5,test
350,-60,-62,-72,-78,-76,1.07,4.43,7.01,11987,1535904993,5,6,train
351,-67,-64,-72,-88,-76,-0.68,4.21,8.86,11987,1535904994,6,6,train
352,-75,-57,-70,-75,-76,0.33,4.91,9.54,11987,1535904995,6,6,train
353,-76,-58,-65,-75,-89,0.45,4.27,7.45,11987,1535904996,6,6,train
354,-72,-56,-67,-87,-88,0.36,4.18,8.85,11987,1535904997,6,6,train
355,-79,-70,-58,-83,-86,0.76,4.52,8.72,11987,1535904998,6,6,train
356,-73,-59,-63,-75,-78,0.84,3.92,8.57,11987,1535904998,6,6,train
357,-69,-58,-69,-81,-76,0.83,4,7.66,11987,1535905000,6,6,train
358,-69,-58,-71,-88,-76,-0.59,3.92,9.48,11987,1535905001,6,6,train
359,-73,-58,-68,-94,-76,-1.82,3.45,8.53,11987,1535905001,6,6,train
360,-78,-67,-63,-84,-74,-1.38,3.75,9.45,11987,1535905006,6,6,train
361,-71,-63,-62,-84,-74,0.1,3.5,8.8,11987,1535905007,6,6,train
362,-68,-66,-63,-84,-74,-0.55,3.01,9.91,11987,1535905008,6,6,train
363,-66,-62,-68,-84,-74,-0.48,2.6,8.74,11987,1535905009,6,6,train
364,-68,-68,-67,-76,-78,-0.3,3.18,8.95,11987,1535905010,6,6,train
365,-68,-68,-67,-97,-78,-0.98,2.75,9.71,11987,1535905011,6,6,train
366,-72,-61,-61,-97,-78,-1.08,3.79,9.62,11987,1535905011,6,6,train
367,-68,-67,-72,-81,-86,-0.1,3.2,8.67,11987,1535905013,6,6,train
368,-74,-61,-64,-76,-86,0.66,3.53,9.82,11987,1535905016,6,7,train
369,-69,-58,-64,-83,-79,0.72,3.27,10.67,11987,1535905017,7,7,test
370,-74,-58,-63,-76,-79,1.72,3.32,10.07,11987,1535905017,7,7,train
371,-78,-58,-72,-77,-77,1.79,3.43,10.12,11987,1535905018,7,7,train
372,-78,-62,-77,-77,-94,0.4,3.73,9.89,11987,1535905019,7,11,train
373,-84,-62,-66,-76,-94,0.67,3.95,9.48,11987,1535905020,11,7,train
374,-77,-61,-65,-76,-78,0.47,3.22,9.46,11987,1535905021,7,7,train
375,-85,-61,-65,-94,-85,0.71,3.32,9.98,11987,1535905021,7,7,train
376,-77,-61,-61,-93,-80,-0.45,4.16,8.52,11987,1535905022,7,7,train
377,-77,-61,-71,-79,-78,0.49,4.86,6.6,11987,1535905022,7,7,train
378,-77,-61,-71,-80,-78,0.75,4.16,8.54,11987,1535905023,7,7,train
379,-71,-58,-68,-88,-80,-0.3,3.21,8.75,11987,1535905024,7,7,train
380,-68,-58,-68,-81,-80,-0.23,3.02,9.32,11987,1535905025,7,7,train
381,-69,-56,-68,-84,-80,1.21,4.02,8.94,11987,1535905026,7,7,train
382,-70,-58,-72,-90,-81,1.01,3.72,9.38,11987,1535905028,7,7,train
383,-76,-52,-67,-71,-80,1.67,3.91,8.96,11987,1535905029,7,7,train
384,-76,-52,-60,-71,-80,0.97,4.21,9.69,11987,1535905030,7,7,train
385,-81,-53,-60,-73,-82,1.04,3.77,8.17,11987,1535905031,7,7,train
386,-81,-55,-62,-77,-76,0.14,4.68,8.65,11987,1535905031,7,7,train
387,-79,-55,-62,-77,-74,1.08,3.75,8.97,11987,1535905032,7,7,train
388,-79,-57,-62,-85,-75,-0.66,3.81,9.18,11987,1535905034,7,7,train
389,-74,-50,-64,-82,-91,1.08,3.15,9.48,11987,1535905034,7,7,test
390,-67,-57,-64,-82,-91,1.28,3.82,9.49,11987,1535905035,7,7,train
391,-67,-69,-64,-82,-80,-0.78,4.19,8.62,11987,1535905036,7,3,train
392,-78,-58,-62,-88,-80,0.06,3.78,8.28,11987,1535905037,3,3,train
393,-77,-55,-52,-77,-73,-0.49,4.4,7.85,11987,1535905038,3,3,train
394,-71,-58,-56,-82,-73,-2.04,3.9,8.66,11987,1535905039,3,2,train
395,-74,-60,-61,-83,-75,-1.1,5.21,8.82,11987,1535905040,2,2,train
396,-74,-57,-61,-83,-75,0.1,3.45,8.36,11987,1535905040,2,2,train
397,-72,-67,-74,-83,-76,-0.26,2.88,9.44,11987,1535905045,2,6,train
398,-68,-59,-74,-86,-82,-0.15,3.14,9.16,11987,1535905047,6,6,train
399,-66,-53,-71,-77,-76,-1.25,3.56,9.03,11987,1535905047,6,6,train
400,-74,-57,-75,-75,-76,-1.01,4.42,8.21,11987,1535905048,6,6,train
401,-86,-61,-72,-78,-74,-0.41,2.9,9.76,11987,1535905050,6,6,train
402,-86,-61,-72,-78,-74,-0.51,3.12,8.85,11987,1535905050,6,6,train
403,-65,-60,-72,-81,-74,-1.09,2.84,10.15,11987,1535905051,6,5,train
404,-62,-61,-71,-79,-72,-0.55,2.09,9.69,11987,1535905052,5,5,train
405,-62,-61,-71,-84,-72,-0.16,3.8,8.69,11987,1535905053,5,5,train
406,-58,-60,-76,-84,-72,-0.6,3.25,8.86,11987,1535905053,5,5,train
407,-63,-79,-76,-79,-80,-0.56,3.54,8.81,11987,1535905054,5,5,train
408,-59,-68,-80,-81,-76,0.33,4.5,9.61,11987,1535905054,5,5,train
409,-72,-74,-70,-81,-77,-0.64,3.05,9.82,11987,1535905056,5,5,test
410,-57,-68,-70,-83,-83,-0.94,3.05,8.01,11987,1535905057,5,5,train
411,-75,-66,-66,-83,-83,0.12,2.99,10.69,11987,1535905058,5,5,train
412,-72,-71,-76,-81,-72,-0.86,3.5,9.1,11987,1535905060,5,4,train
413,-65,-76,-64,-92,-74,-2.51,3.31,8.11,11987,1535905061,4,4,train
414,-65,-74,-63,-77,-86,-0.36,3.72,8.63,11987,1535905063,4,4,train
415,-94,-77,-67,-79,-93,-0.89,2.76,10.3,11987,1535905064,4,8,train
416,-94,-72,-63,-83,-66,-0.56,4.29,9.38,11987,1535905065,8,8,train
417,-62,-73,-67,-83,-66,0.44,3.64,9.01,11987,1535905066,8,8,train
418,-70,-73,-67,-80,-74,-0.22,4.29,10.3,11987,1535905066,8,8,train
419,-72,-73,-78,-80,-66,-0.93,4.37,9.15,11987,1535905068,8,8,train
420,-70,-75,-78,-72,-66,0.73,3.68,7.55,11987,1535905068,8,8,train
421,-62,-75,-78,-72,-66,-0.49,3.21,8.24,11987,1535905069,8,8,train
422,-82,-83,-93,-67,-64,0.07,3.36,9.65,11987,1535905070,8,8,train
423,-69,-73,-78,-69,-65,-0.6,4.05,9.15,11987,1535905076,8,9,train
424,-67,-73,-90,-71,-67,-0.49,3.95,9.2,11987,1535905076,9,9,train
425,-72,-73,-85,-71,-68,-0.3,3.78,8.85,11987,1535905077,9,9,train
426,-69,-68,-85,-73,-70,-0.41,4.02,8.82,11987,1535905078,9,9,train
427,-79,-73,-93,-83,-71,0.64,4.16,9.09,11987,1535905079,9,9,train
428,-83,-68,-85,-75,-68,-0.27,3.78,8.09,11987,1535905080,9,9,train
429,-83,-59,-75,-67,-68,-1.12,5.27,8.35,11987,1535905081,9,10,test
430,-96,-62,-81,-74,-74,-1.52,5.18,9.63,11987,1535905082,10,10,train
431,-75,-57,-72,-66,-70,-0.79,5.26,8.21,11987,1535905083,10,10,train
432,-75,-57,-72,-72,-68,0.22,5.27,8.06,11987,1535905084,10,10,train
433,-75,-64,-76,-64,-68,0.32,5.76,7.95,11987,1535905085,10,11,train
434,-87,-64,-76,-64,-72,0.04,5.68,7.96,11987,1535905086,11,11,train
435,-79,-73,-76,-63,-72,1.22,6.57,5.56,11987,1535905087,11,15,train
436,-86,-73,-88,-66,-61,-0.06,5.55,7.22,11987,1535905088,15,15,train
437,-80,-73,-82,-60,-74,1.78,4.76,7.19,11987,1535905089,15,15,train
438,-80,-70,-82,-64,-64,-0.83,4.66,8.39,11987,1535905090,15,15,train
439,-80,-72,-92,-54,-72,-0.45,4.91,8.34,11987,1535905091,15,15,train
440,-97,-74,-92,-59,-72,-1.46,5.99,8.71,11987,1535905091,15,15,train
441,-97,-79,-92,-62,-72,-1.04,6.01,8.92,11987,1535905092,15,15,train
442,-97,-73,-82,-70,-67,-0.54,6.01,8.31,11987,1535905093,15,15,train
443,-79,-77,-93,-71,-71,-0.8,2.92,8.84,11987,1535905101,15,14,train
444,-84,-73,-88,-71,-70,-1.15,2.73,9.25,11987,1535905104,14,14,train
445,-83,-73,-88,-70,-62,0.59,2.9,8.78,11987,1535905104,14,14,train
446,-88,-73,-93,-74,-70,-1.22,2.53,8.59,11987,1535905105,14,14,train
447,-88,-73,-77,-73,-66,0.46,4.64,8.38,11987,1535905106,14,14,train
448,-88,-67,-77,-77,-66,0.24,3.57,10.47,11987,1535905107,14,14,train
449,-74,-73,-77,-77,-63,1.37,3.71,9.44,11987,1535905107,14,14,test
450,-76,-78,-80,-78,-63,-1.34,3.42,8.55,11987,1535905108,14,14,train
451,-84,-82,-90,-83,-72,-0.62,3.7,8.96,11987,1535905109,14,13,train
452,-77,-82,-90,-74,-72,-1.13,3.57,9.14,11987,1535905110,13,13,train
453,-74,-82,-81,-74,-80,-0.55,3.08,8.63,11987,1535905111,13,13,train
454,-77,-70,-84,-75,-70,-2.29,2.87,8.65,11987,1535905112,13,13,train
455,-93,-76,-79,-75,-68,-0.8,3.45,8.53,11987,1535905113,13,13,train
456,-93,-76,-79,-76,-73,-0.37,3.22,8.45,11987,1535905113,13,13,train
457,-78,-76,-79,-65,-60,-0.86,3.41,8.87,11987,1535905113,13,13,train
458,-78,-76,-81,-65,-71,-0.91,4.09,8.82,11987,1535905114,13,13,train
459,-78,-72,-81,-72,-61,1.11,4.43,9.48,11987,1535905114,13,13,train
460,-78,-72,-81,-73,-61,2.31,4.69,7.86,11987,1535905115,13,13,train
461,-76,-72,-82,-73,-62,0.64,4,9.47,11987,1535905116,13,14,train
462,-76,-72,-82,-72,-61,-0.15,4.27,7.05,11987,1535905116,14,14,train
463,-76,-72,-81,-74,-67,0.33,4.75,8.55,11987,1535905117,14,14,train
464,-77,-72,-81,-72,-67,-0.98,4.4,8.07,11987,1535905117,14,14,train
465,-77,-77,-80,-67,-61,0.64,3.49,10.13,11987,1535905118,14,14,train
466,-76,-74,-83,-76,-65,1.38,3.98,7.24,11987,1535905120,14,15,train
467,-78,-74,-76,-62,-68,2.09,5.09,8.19,11987,1535905121,15,15,train
468,-82,-72,-83,-68,-63,0.02,3.93,7.81,11987,1535905122,15,15,train
469,-82,-86,-83,-70,-71,0,3.99,8.05,11987,1535905123,15,15,test
470,-82,-74,-82,-70,-66,-1.07,3.97,8.75,11987,1535905124,15,15,train
471,-92,-70,-82,-70,-76,0.82,4.29,8.01,11987,1535905125,15,11,train
472,-92,-75,-79,-70,-76,-0.98,3.91,8.79,11987,1535905126,11,11,train
473,-78,-65,-79,-70,-63,0.77,2.8,9.95,11987,1535905127,11,11,train
474,-78,-65,-81,-70,-65,-0.88,4.6,8.09,11987,1535905128,11,11,train
475,-77,-68,-87,-70,-68,-0.48,4.9,7.95,11987,1535905129,11,11,train
476,-89,-74,-82,-76,-66,1.5,3.69,9.72,11987,1535905130,11,11,train
477,-88,-69,-75,-73,-63,1.1,2.73,9.95,11987,1535905131,11,11,train
478,-88,-69,-84,-70,-69,-0.18,4.36,10.18,11987,1535905132,11,11,train
479,-90,-69,-76,-69,-66,0.81,4.45,8.03,11987,1535905132,11,11,train
480,-80,-69,-76,-74,-63,-1.99,3.45,10.27,11987,1535905133,11,11,train
481,-77,-72,-76,-73,-74,-0.05,4.13,8.1,11987,1535905134,11,11,train
482,-86,-62,-79,-69,-60,-0.12,4.42,8.14,11987,1535905136,11,10,train
483,-79,-62,-79,-79,-68,-1,4.11,8.53,11987,1535905136,10,10,train
484,-79,-62,-83,-84,-68,-1.06,4.77,8.94,11987,1535905137,10,10,train
485,-81,-62,-83,-84,-68,-1.13,5.25,8.68,11987,1535905137,10,10,train
486,-81,-70,-76,-74,-68,-0.57,4.9,7.51,11987,1535905138,10,10,train
487,-78,-70,-86,-74,-58,-1.67,4.39,7.82,11987,1535905139,10,9,train
488,-83,-70,-87,-78,-58,1.21,3.73,11.21,11987,1535905140,9,9,train
489,-78,-81,-77,-74,-58,0.35,4.84,7.79,11987,1535905140,9,9,test
490,-82,-76,-78,-75,-58,-1.1,3.69,9,11987,1535905141,9,9,train
491,-73,-76,-72,-80,-70,1,3.73,10.26,11987,1535905142,9,9,train
492,-68,-88,-79,-77,-66,-1.11,3.19,8.47,11987,1535905145,9,8,train
493,-77,-88,-80,-88,-66,-0.21,3.03,9.06,11987,1535905145,8,8,train
494,-78,-78,-87,-90,-66,1.03,2.79,10.01,11987,1535905146,8,8,train
495,-78,-87,-84,-90,-59,0.66,3.72,8.9,11987,1535905147,8,8,train
496,-73,-75,-67,-74,-59,-0.04,4.54,8.65,11987,1535905148,8,8,train
497,-69,-74,-67,-85,-78,-0.45,4.96,10.53,11987,1535905149,8,4,train
498,-64,-74,-65,-85,-79,1.77,2.4,8.66,11987,1535905150,4,4,train
499,-75,-68,-70,-85,-81,-1.56,5.07,8.91,11987,1535905151,4,4,train
500,-76,-68,-71,-85,-76,-0.27,3.58,6.39,11987,1535905152,4,4,train
501,-64,-68,-71,-82,-72,0.38,3.98,8.74,11987,1535905154,4,4,train
502,-64,-66,-71,-82,-73,-0.34,4.74,9.58,11987,1535905155,4,4,train
503,-63,-65,-72,-85,-79,-1.5,4.05,9.99,11987,1535905156,4,4,train
504,-63,-75,-72,-81,-80,-0.19,2.58,8.78,11987,1535905157,4,4,train
505,-52,-71,-73,-90,-89,-1.29,4.89,8.75,11987,1535905158,4,4,train
506,-52,-71,-77,-86,-81,0.04,4.02,7.24,11987,1535905159,4,0,train
507,-49,-72,-77,-92,-83,-0.48,4.07,9.53,11987,1535905159,0,0,train
508,-49,-72,-77,-86,-83,-0.91,5.14,6.85,11987,1535905160,0,0,train
509,-49,-83,-71,-86,-89,-1.3,3.87,9.53,11987,1535905160,0,0,test
510,-49,-83,-76,-86,-89,0.86,5.22,6.92,11987,1535905161,0,0,train
511,-49,-83,-91,-86,-74,-0.87,6.22,7.8,11987,1535905162,0,0,train
512,-49,-86,-91,-86,-84,-0.16,6.18,7.9,11987,1535905162,0,0,train
513,-59,-71,-84,-91,-76,-0.08,6.8,5.42,11987,1535905163,0,0,train
514,-54,-70,-66,-79,-78,-0.39,4.89,7.41,11987,1535905163,0,0,train
515,-50,-81,-76,-84,-70,0.79,5.97,6.1,11987,1535905164,0,0,train
516,-46,-81,-77,-90,-74,-0.33,4.25,9.09,11987,1535905165,0,0,train
517,-49,-65,-86,-76,-76,-1.79,6.94,7.69,11987,1535905166,0,0,train
518,-49,-64,-79,-78,-76,1.29,5.54,9.71,11987,1535905167,0,1,train
519,-51,-67,-71,-78,-82,-1,5.21,12.55,11987,1535905167,1,1,train
520,-51,-67,-77,-78,-82,-2.08,4.62,8.69,11987,1535905168,1,1,train
521,-51,-67,-77,-85,-74,-1.11,5.26,8.97,11987,1535905168,1,1,train
522,-51,-64,-64,-85,-74,1.31,6.68,6.73,11987,1535905169,1,1,train
523,-70,-60,-70,-76,-81,-1.8,6.02,8.85,11987,1535905170,1,1,train
524,-70,-66,-70,-80,-90,-0.33,6.23,6.18,11987,1535905171,1,2,train
525,-74,-66,-70,-84,-90,0.32,4.52,7.39,11987,1535905172,2,2,train
526,-74,-60,-64,-83,-90,-2.28,5.51,9.22,11987,1535905172,2,2,train
527,-76,-60,-77,-81,-90,0.12,4.68,7.02,11987,1535905173,2,2,train
528,-74,-60,-66,-81,-78,-0.36,5.81,7.92,11987,1535905174,2,2,train
529,-77,-60,-66,-81,-78,-1.57,3.93,8.6,11987,1535905174,2,2,test
530,-86,-74,-74,-78,-78,-0.75,3.61,9.08,11987,1535905175,2,3,train
531,-75,-63,-68,-78,-78,-0.59,3.84,8.87,11987,1535905175,3,3,train
532,-76,-63,-64,-78,-78,-1.51,1.62,8.57,11987,1535905176,3,3,train
533,-82,-70,-58,-86,-81,-1.15,2.49,9.52,11987,1535905176,3,3,train
534,-80,-60,-66,-84,-78,0.82,2.27,8.98,11987,1535905177,3,3,train
535,-87,-60,-66,-84,-82,-1.09,1.68,9.49,11987,1535905177,3,3,train
536,-82,-65,-61,-84,-82,-1.33,1.4,10.72,11987,1535905178,3,3,train
537,-75,-78,-59,-88,-89,-0.78,1.58,8.78,11987,1535905179,3,3,train
538,-82,-56,-58,-76,-76,-1.03,1.6,10,11987,1535905182,3,7,train
539,-74,-53,-58,-76,-75,-0.58,2.77,8.77,11987,1535905183,7,7,train
540,-70,-53,-66,-82,-75,-2.39,1.95,9.29,11987,1535905183,7,7,train
541,-70,-66,-66,-80,-85,-1.37,3.02,8.75,11987,1535905184,7,7,train
542,-72,-66,-74,-92,-85,-0.99,2.04,8.07,11987,1535905184,7,7,train
543,-72,-52,-68,-82,-72,0.56,2.93,8.22,11987,1535905185,7,7,train
544,-72,-52,-68,-78,-72,-0.23,3.37,9.41,11987,1535905185,7,7,train
545,-72,-54,-68,-72,-93,-1.5,3.09,9.46,11987,1535905186,7,7,train
546,-72,-54,-73,-83,-93,-1.16,3.46,8.78,11987,1535905186,7,7,train
547,-80,-54,-73,-83,-93,-0.04,2.66,9.59,11987,1535905187,7,7,train
548,-80,-57,-76,-76,-77,0.4,2.82,10.47,11987,1535905187,7,7,train
549,-73,-57,-76,-76,-86,-1.69,2.68,9.09,11987,1535905188,7,7,test
550,-76,-58,-76,-75,-86,0.22,3.05,8.4,11987,1535905188,7,7,train
551,-76,-58,-76,-78,-78,0.29,3.1,8.7,11987,1535905189,7,7,train
552,-76,-53,-76,-84,-78,-0.54,1.96,8.09,11987,1535905189,7,7,train
553,-74,-53,-76,-76,-78,-1.32,2.25,9.6,11987,1535905190,7,7,train
554,-82,-52,-55,-81,-80,-0.97,2.81,9.57,11987,1535905191,7,6,train
555,-72,-52,-55,-75,-84,-1.54,1.72,7.81,11987,1535905191,6,6,train
556,-72,-52,-66,-75,-85,-2.08,2.08,8.94,11987,1535905192,6,6,train
557,-75,-57,-66,-75,-85,-2.03,2.82,8.33,11987,1535905192,6,6,train
558,-72,-57,-66,-74,-76,-0.57,2.65,9.07,11987,1535905193,6,6,train
559,-59,-57,-66,-74,-76,-1.89,1.79,9.09,11987,1535905193,6,6,train
560,-59,-57,-73,-79,-71,-1.81,2.02,9.27,11987,1535905194,6,6,train
561,-65,-55,-68,-75,-74,-0.09,2.75,9.12,11987,1535905195,6,6,train
562,-63,-56,-68,-80,-87,-2.52,3.23,9.24,11987,1535905195,6,6,train
563,-80,-66,-73,-62,-67,-0.06,3.59,9.13,11992,1535907232,11,11,train
564,-80,-82,-73,-60,-65,-0.11,2.69,9.74,11992,1535907233,11,11,train
565,-92,-73,-80,-63,-62,-0.5,2.48,9.64,11992,1535907236,11,11,train
566,-82,-76,-76,-64,-65,-0.46,1.83,9.82,11992,1535907238,11,11,train
567,-82,-76,-78,-80,-67,-3.18,4.39,8.37,11992,1535907240,11,11,train
568,-82,-62,-78,-76,-70,-3.39,2.65,7.24,11992,1535907242,11,10,train
569,-75,-62,-78,-74,-70,-0.69,3.32,9.36,11992,1535907243,10,10,test
570,-75,-68,-78,-67,-70,-1.77,3.17,8.18,11992,1535907244,10,10,train
571,-77,-75,-74,-67,-75,-2.15,2.22,10.26,11992,1535907245,10,10,train
572,-84,-75,-74,-71,-74,-1.33,4.14,10.34,11992,1535907246,10,9,train
573,-84,-74,-74,-66,-74,-0.65,3.26,8.44,11992,1535907246,9,9,train
574,-80,-74,-79,-63,-64,-1.63,3.57,10.01,11992,1535907247,9,9,train
575,-80,-72,-76,-81,-69,-1.11,3.4,8.95,11992,1535907248,9,9,train
576,-75,-71,-74,-69,-63,-2.4,3.2,7.21,11992,1535907251,9,9,train
577,-75,-71,-80,-69,-59,-2.81,3.4,7.64,11992,1535907252,9,8,train
578,-72,-84,-90,-68,-61,-3.64,2.86,9.9,11992,1535907253,8,8,train
579,-73,-76,-90,-75,-70,-0.57,3.85,9.61,11992,1535907253,8,8,train
580,-73,-77,-90,-80,-70,-1.15,4.53,8.33,11992,1535907254,8,8,train
581,-65,-74,-70,-86,-72,-3.14,3.7,8.28,11992,1535907255,8,8,train
582,-58,-90,-70,-79,-73,-2.28,3.83,7.12,11992,1535907256,8,8,train
583,-60,-90,-70,-78,-73,-1.79,3.85,8.38,11992,1535907256,8,8,train
584,-57,-86,-68,-86,-69,-2.36,4.17,8.79,11992,1535907257,8,4,train
585,-57,-86,-72,-86,-74,-3.85,2.35,8.34,11992,1535907258,4,4,train
586,-57,-79,-68,-79,-75,-2.75,2.87,9.88,11992,1535907258,4,4,train
587,-62,-68,-75,-80,-71,0.64,3.55,8.16,11992,1535907262,4,4,train
588,-56,-68,-65,-82,-77,-1.36,3.87,7.92,11992,1535907263,4,4,train
589,-60,-68,-70,-85,-85,1.53,2.36,8.92,11992,1535907264,4,4,test
590,-62,-68,-70,-84,-85,-1.76,4.32,10.25,11992,1535907264,4,4,train
591,-49,-68,-70,-84,-85,0.67,3.32,8.67,11992,1535907265,4,4,train
592,-64,-68,-70,-84,-85,-1.09,4.08,9.32,11992,1535907266,4,4,train
593,-50,-77,-69,-88,-77,-0.98,3.27,9.7,11992,1535907266,4,4,train
594,-46,-72,-71,-93,-77,-0.53,4.69,8.82,11992,1535907267,4,4,train
595,-50,-80,-71,-93,-77,-1.55,5.36,10.09,11992,1535907268,4,0,train
596,-52,-70,-71,-93,-77,-8.26,5.63,19.69,11992,1535907269,0,0,train
597,-51,-68,-75,-93,-77,-0.34,6.36,8.11,11992,1535907269,0,0,train
598,-53,-63,-73,-83,-77,1.05,5.23,10.47,11992,1535907270,0,0,train
599,-46,-63,-77,-83,-77,0.04,6.43,8.27,11992,1535907271,0,1,train
600,-46,-63,-73,-83,-84,-0.68,5.22,8.52,11992,1535907272,1,1,train
601,-61,-66,-71,-83,-76,-0.22,5.89,6.4,11992,1535907272,1,1,train
602,-66,-57,-66,-83,-76,-0.05,6,8.76,11992,1535907273,1,1,train
603,-71,-62,-67,-83,-79,-1.28,5.01,8.08,11992,1535907274,1,5,train
604,-58,-65,-64,-81,-79,-0.11,6.92,6.82,11992,1535907275,5,5,train
605,-58,-65,-64,-81,-69,-2,5.92,7.59,11992,1535907276,5,5,train
606,-57,-57,-73,-81,-70,-1.99,5.29,8.66,11992,1535907277,5,5,train
607,-72,-58,-63,-83,-87,0.37,4.91,9.4,11992,1535907278,5,5,train
608,-61,-58,-65,-84,-77,0.53,4.91,8.64,11992,1535907278,5,6,train
609,-77,-55,-71,-77,-77,1.04,4.23,8.19,11992,1535907279,6,6,test
610,-76,-55,-54,-74,-75,0.14,4.43,5,11992,1535907280,6,6,train
611,-76,-55,-61,-87,-75,0.71,4.88,9.55,11992,1535907281,6,6,train
612,-72,-55,-65,-84,-87,0.13,3.8,10.68,11992,1535907282,6,6,train
613,-80,-70,-65,-80,-83,2.64,5.24,8.18,11992,1535907282,6,6,train
614,-80,-70,-65,-80,-83,1.27,5.99,7.74,11992,1535907283,6,6,train
615,-68,-57,-61,-77,-79,-1.5,7.32,7.11,11992,1535907284,6,6,train
616,-64,-57,-66,-76,-85,-1.65,6.57,7.47,11992,1535907284,6,6,train
617,-64,-57,-65,-76,-80,-0.61,6.4,6.57,11992,1535907285,6,6,train
618,-67,-65,-65,-76,-81,-0.86,6.94,8.43,11992,1535907285,6,6,train
619,-67,-61,-65,-76,-81,-0.29,5.9,6.65,11992,1535907286,6,6,train
620,-70,-61,-65,-76,-81,-1,6.23,7.38,11992,1535907287,6,6,train
621,-70,-61,-65,-82,-81,1.88,5.91,8.36,11992,1535907288,6,7,train
622,-81,-61,-76,-82,-83,1.16,4.96,8.07,11992,1535907289,7,7,train
623,-81,-61,-76,-85,-76,0.99,6.36,7.7,11992,1535907289,7,7,train
624,-73,-63,-76,-82,-88,-0.23,5.84,8.4,11992,1535907290,7,7,train
625,-73,-63,-66,-80,-88,-1.11,6.18,7.21,11992,1535907291,7,7,train
626,-79,-63,-66,-80,-77,0.33,6.01,8.17,11992,1535907291,7,7,train
627,-79,-59,-72,-92,-86,0.42,6.06,6.35,11992,1535907292,7,7,train
628,-79,-62,-80,-82,-77,0.52,3.53,8.02,11992,1535907293,7,7,train
629,-79,-59,-61,-83,-77,-1.59,2.47,9.45,11992,1535907294,7,7,test
630,-74,-59,-74,-72,-85,-0.41,2.75,9.6,11992,1535907295,7,7,train
631,-74,-52,-61,-76,-85,-1.64,1.8,10.62,11992,1535907295,7,7,train
632,-77,-55,-71,-80,-78,-0.82,2.38,8.92,11992,1535907296,7,7,train
633,-76,-48,-63,-90,-74,1.22,2.81,8.67,11992,1535907297,7,7,train
634,-81,-56,-63,-82,-74,-0.18,4.52,8.83,11992,1535907298,7,3,train
635,-81,-54,-55,-82,-78,-1.37,4.42,9.13,11992,1535907299,3,3,train
636,-89,-60,-54,-82,-78,-2.13,4.2,8.88,11992,1535907299,3,3,train
637,-82,-60,-61,-82,-78,-2.42,4.35,10.54,11992,1535907300,3,2,train
638,-78,-62,-57,-85,-72,-1.07,4.5,9.33,11992,1535907301,2,2,train
639,-77,-81,-60,-85,-84,-2.33,5.24,7.82,11992,1535907301,2,2,train
640,-74,-74,-57,-92,-73,-2.89,4.7,7.25,11992,1535907303,2,2,train
641,-74,-73,-59,-90,-74,-0.87,5.28,8.66,11992,1535907303,2,2,train
642,-76,-69,-59,-90,-74,-1.97,5.94,6.56,11992,1535907304,2,2,train
643,-76,-69,-74,-90,-77,-2.77,5.31,6.99,11992,1535907304,2,2,train
